                                                    -4.1  -4.0  -3.0  -2.1  -2.0  -1.0  -0.1   0.0   1.0   2.0   3.0   4.0   5.0   6.0   7.0   8.0   9.0  10.0  11.0  12.0  13.0  14.0  15.0  16.0  17.0  18.0  19.0  20.0  21.0  22.0

S6       1 STORY APT.             STRUCTURE            0     0     0     0     0     0     0     5    18    25    30    34    38    41    43    46    48    50    52    54    55    57    59    59    60    63    65    67    70    72
C6       1 STORY APT.             CONTENTS             0     0     0     0     0     0     0     6    34    44    55    67    77    87    97   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
S7       2 STORY APT.             STRUCTURE            0     0     0     0     0     0     0     5    28    29    31    36    37    39    40    41    42    44    46    48    52    55    58    61    64    68    69    70    72    74
C7       2 STORY APT.             CONTENTS             0     0     0     0     0     0     0     4    24    34    40    47    53    56    58    58    58    61    66    68    76    81    86    91   100   100   100   100   100   100
SV       RES. VEHICLE             STRUCTURE            0     0     0     0     0     0     0    20    50    80   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
CV       RES. VEHICLE             CONTENTS             0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
  1      AIRPORT                  STRUCTURE            0     0     0     0     0     0     0     0    17    17    20    23    27    28    30    32    34    40    40    40    40    43    59    59    59    59    63    63    63    63
  2      AIRPORT                  CONTENTS             0     0     0     0     0     0     0     0    22    30    35    40    53    55    57    57    57    57    70    70    70    70    70    70    70    70    70    70    70    70
  3      ANTIQUE SHOP             STRUCTURE            0     0     0     0     0     0     0     0    17    17    18    19    21    23    25    28    32    35    39    43    47    52    56    61    65    70    75    80    85    90
  4      ANTIQUE SHOP             CONTENTS             0     0     0     0     0     0     0    20    40    78    85    90    95   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
  5      APPLIANCE                STRUCTURE            0     0     0     0     0     0     0     0    17    17    18    19    21    23    25    28    32    35    39    43    47    52    56    61    65    70    75    80    85    90
  6      APPLIANCE                CONTENTS             0     0     0     0     0     0     0     0    64    71    90    95    98   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
  7      AUTO DEALERSHIP          STRUCTURE            0     0     0     0     0     0     0     0    17    17    18    19    21    23    25    28    32    35    39    43    49    52    56    61    65    70    75    80    85    90
  8      AUTO DEALERSHIP          CONTENTS             0     0     0     0     0     0     0    10    40    70    90    90    90    90    90    90    90    90    95    95    95    95    95    95   100   100   100   100   100   100
  9      AUTO JUNK YARD           STRUCTURE            0     0     0     0     0     0     0     0     2     4     5     7     8    10    11    13    14    15    16    16    16    16    17    17    18    18    19    19    20    21
 10      AUTO JUNK YARD           CONTENTS             0     0     0     0     0     0     0     0     9    13    16    17    18    19    19    19    19    19    19    20    20    20    20    21    21    22    22    23    24    24
 11      AUTO PARTS               STRUCTURE            0     0     0     0     0     0     0     0     5     5     5     5     7    10    14    19    25    32    40    50    57    63    68    72    76    79    82    85    88    90
 12      AUTO PARTS               CONTENTS             0     0     0     0     0     0     0     0    17    28    56    66    85    94    94    94    94    94    94    94    94    94    94    94    94    94    94    94    94    94
 13      AUTO REPAIR              STRUCTURE            0     0     0     0     0     0     0     0     3     3     3     4     5     8    12    17    23    31    40    48    56    64    70    76    80    84    88    90    93    94
 14      AUTO REPAIR              CONTENTS             0     0     0     0     0     0     0    23    53    74   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 15      AUTO SERVICE             STRUCTURE            0     0     0     0     0     0     0     0     3     3     3     4     5     8    12    17    23    31    40    48    56    64    70    76    80    84    88    90    93    94
 16      AUTO SERVICE             CONTENTS             0     0     0     0     0     0     0    10    40    60    85   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 17      AUTO TRANS SVC           STRUCTURE            0     0     0     0     0     0     0     0     3     3     3     4     5     8    12    17    23    31    40    48    56    64    70    76    80    84    88    90    93    94
 18      AUTO TRANS SVC           CONTENTS             0     0     0     0     0     0     0     0    10    20    40    60   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 19      BAIT STAND               STRUCTURE            0     0     0     0     0     0     0     0     1     2     5     8    12    17    22    28    36    43    50    58    66    75    83    92   100   100   100   100   100   100
 20      BAIT STAND               CONTENTS             0     0     0     0     0     0     0     0     3     7    11    16    22    29    36    44    52    60    69    79    88   100   100   100   100   100   100   100   100   100
 21      BAKERY                   STRUCTURE            0     0     0     0     0     0     0    12    17    21    25    28    31    34    36    38    41    43    45    47    48    50    52    54    55    57    59    61    62    64
 22      BAKERY                   CONTENTS             0     0     0     0     0     0     0    53    63    89   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 23      BANK                     STRUCTURE            0     0     0     0     0     0     0     0    11    11    12    13    15    17    19    22    24    28    31    34    37    40    44    48    51    55    59    63    68    74
 24      BANK                     CONTENTS             0     0     0     0     0     0     0     0    50    78    87   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 25      BARBER SHOP              STRUCTURE            0     0     0     0     0     0     0     0    13    17    18    24    31    37    41    45    47    49    50    50    51    52    54    56    59    62    66    71    75    80
 26      BARBER SHOP              CONTENTS             0     0     0     0     0     0     0    21    28    38    49    63    79    96    96    96    96    96    96    96    96    96    96    96    96    96    96    96    96    96
 27      BATTERY MFG              STRUCTURE            0     0     0     0     0     0     0     0     3     3     3     4     5     8    10    17    23    31    40    48    48    52    52    55    55    55    55    55    55    55
 28      BATTERY MFG              CONTENTS             0     0     0     0     0     0     0     0    10    13    20    23    32    38    42    42    45    45    45    45    55    55    55    62    62    62    62    62    62    62
 29      BEAUTY SHOP              STRUCTURE            0     0     0     0     0     0     0     0    10    14    17    23    28    34    38    43    47    50    54    57    61    64    67    71    74    77    80    83    86    89
 30      BEAUTY SHOP              CONTENTS             0     0     0     0     0     0     0    20    46    61    74   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 31      BICYCLE SHOP             STRUCTURE            0     0     0     0     0     0     0     0    20    24    28    32    35    39    43    47    50    55    60    60    60    60    60    60    60    60    60    60    60    60
 32      BICYCLE SHOP             CONTENTS             0     0     0     0     0     0     0     0    17    25    42    57    59    61    63    63    63    63    63    63    63    63    63    63    63    63    63    63    63    63
 33      BOAT: PARTY FISH         STRUCTURE            0     0     0     0     0     0     0    10    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20
 34      BOAT: PARTY FISH         CONTENTS             0     0     0     0     0     0     0    27    62    76    76    92    92    92    92    92    92    92    92    92    92    92    92    92    92    92    92    92    92    92
 35      BOAT SALES               STRUCTURE            0     0     0     0     0     0     0    14    20    32    33    34    36    38    42    50    56    60    63    67    70    73    76    78    81    84    86    88    90    92
 36      BOAT SALES               CONTENTS             0     0     0     0     0     0     0    13    24    43    82    95   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 37      BOAT STALLS              STRUCTURE            0     0     0     0     0     0     0     0    10    19    26    32    40    48    56    64    71    78    85    91    97   100   100   100   100   100   100   100   100   100
 38      BOAT STALLS              CONTENTS             0     0     0     0     0     0     0     0     3     6     8    11    13    15    17    19    21    22    24    25    27    28    29    31    32    33    34    36    37    38
 39      BOAT STORAGE             STRUCTURE            0     0     0     0     0     0     0     0     4     5     7    10    13    16    22    26    31    37    43    49    55    60    65    70    75    79    83    86    89    91
 40      BOAT STORAGE             CONTENTS             0     0     0     0     0     0     0     1     4     7    12    18    24    32    40    48    54    58    63    66    68    70    70    70    70    70    70    70    70    70
 41      BOILER BUILDING          STRUCTURE            0     0     0     0     0     0     0     0     1     1     3     5     8    12    16    21    26    32    38    45    45    45    45    45    45    45    45    45    45    45
 42      BOILER BUILDING          CONTENTS             0     0     0     0     0     0     0     0     5    10    10    10    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20
 43      BOOK STORE               STRUCTURE            0     0     0     0     0     0     0     0     2     3     5     8    10    12    15    17    20    23    27    31    35    40    45    50    55    60    66    71    77    83
 44      BOOK STORE               CONTENTS             0     0     0     0     0     0     0     5    10    30    50    70    85   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 45      BOWLING ALLEY            STRUCTURE            0     0     0     0     0     0     0     0     4     7    11    15    19    23    27    31    35    39    44    49    53    53    61    65    69    73    77    81    84    88
 46      BOWLING ALLEY            CONTENTS             0     0     0     0     0     0     0    10    30    50    70    85   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 47      BUSINESS SVCS.           STRUCTURE            0     0     0     0     0     0     0     0     1     2     3     5     8    11    13    16    18    21    25    29    34    38    44    49    54    59    65    71    77    83
 48      BUSINESS SVCS.           CONTENTS             0     0     0     0     0     0     0     0     2     6    10    15    19    24    28    33    38    44    49    55    62    69    78    86    95   100   100   100   100   100
 49      CABINET MFG              STRUCTURE            0     0     0     0     0     0     0     0    20    22    24    26    28    30    35    40    43    46    50    50    50    50    50    50    50    50    50    50    50    50
 50      CABINET MFG              CONTENTS             0     0     0     0     0     0     0    40    60    70    80   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 51      CAR WASH                 STRUCTURE            0     0     0     0     0     0     0     0     0     0     2     5    10    10    15    15    20    20    25    25    30    30    35    35    40    40    40    40    40    40
 52      CAR WASH                 CONTENTS             0     0     0     0     0     0     0     0    11    26    40    51    62    76    76    76    76    76    76    76    81    81    81    81    81    81    81    81    81    81
 53      CARPET AND PAINT         STRUCTURE            0     0     0     0     0     0     0     0     0    60    60    60    60    60    60    60    60    60    60    80    80    80    80    80    80    80    80    80    80    80
 54      CARPET AND PAINT         CONTENTS             0     0     0     0     0     0     0     0    21    43    65    83    96    97    99   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 55      CEMETARY COMPLEX         STRUCTURE            0     0     0     0     0     0     0     0    19    23    25    25    25    26    27    28    31    35    41    50    58    64    69    73    77    80    82    85    88    90
 56      CEMETARY COMPLEX         CONTENTS             0     0     0     0     0     0     0     0    38    43    79    90    97    97    97    97    97    97    97    97    97    97    97    97    97    97    97    97    97    97
 57      CERAMIC CRAFTS           STRUCTURE            0     0     0     0     0     0     0     0    20    22    24    26    27    28    29    30    40    50    50    50    50    50    50    50    50    50    50    50    50    50
 58      CERAMIC CRAFTS           CONTENTS             0     0     0     0     0     0     0     0    20    60    80    96    96    96    96    96    96    96    96    96    96    96    96    96    96    96    96    96    96    96
 59      CHURCH                   STRUCTURE            0     0     0     0     0     0     0     0    10    11    11    12    12    13    14    14    15    17    19    24    30    38    45    52    58    64    69    75    80    85
 60      CHURCH                   CONTENTS             0     0     0     0     0     0     0    10    38    62    76    87    92    96    98    99   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 61      CITY HALL                STRUCTURE            0     0     0     0     0     0     0     0     1     1     1     2     2     3     4     6     8    12    17    23    31    40    50    58    64    70    75    79    83    87
 62      CITY HALL                CONTENTS             0     0     0     0     0     0     0     0    35    75    85    95   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 63      CLEANERS                 STRUCTURE            0     0     0     0     0     0     0     0     4     6     6     8    10    13    17    22    28    34    42    50    57    62    67    71    75    78    81    84    87    90
 64      CLEANERS                 CONTENTS             0     0     0     0     0     0     0     0    20    40    60    80   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 65      CLEANERS: SUBSTA.        STRUCTURE            0     0     0     0     0     0     0     0     4     6     6     8    10    13    17    22    28    34    42    50    57    62    67    71    75    78    81    84    87    90
 66      CLEANERS: SUBSTA.        CONTENTS             0     0     0     0     0     0     0     0    47    72    89   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 67      CLINIC: MEDICAL          STRUCTURE            0     0     0     0     0     0     0     0     1     2     2     3     4     6     8    11    14    17    21    25    29    33    38    42    47    51    56    61    66    72
 68      CLINIC: MEDICAL          CONTENTS             0     0     0     0     0     0     0    10    20    40    60    80    90    95   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 69      CLOTHING                 STRUCTURE            0     0     0     0     0     0     0     0     8    10    11    13    15    18    21    24    28    32    37    41    46    51    56    61    66    71    76    82    87    92
 70      CLOTHING                 CONTENTS             0     0     0     0     0     0     0     6    37    49    74    87   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 71      COLUMN MFG.              STRUCTURE            0     0     0     0     0     0     0     0    15    20    20    20    20    22    24    25    25    25    25    25    25    25    25    25    25    25    25    25    25    25
 72      COLUMN MFG.              CONTENTS             0     0     0     0     0     0     0     0    19    27    39    49    59    59    59    59    59    59    59    59    59    59    59    59    59    59    59    59    59    59
 73      CONCRETE MFG.            STRUCTURE            0     0     0     0     0     0     0     0    30    30    30    30    30    30    30    30    30    30    30    30    30    30    30    30    30    30    30    30    30    30
 74      CONCRETE MFG.            CONTENTS             0     0     0     0     0     0     0     0    20    60    67    74    80    90   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 75      CONTRACTOR: ELEC.        STRUCTURE            0     0     0     0     0     0     0     0     4     7     9    12    13    14    15    15    15    15    18    20    21    22    23    24    25    27    28    29    30    31
 76      CONTRACTOR: ELEC.        CONTENTS             0     0     0     0     0     0     0     0    13    25    33    41    46    49    51    52    53    53    56    57    58    60    61    62    63    65    66    68    69    69
 77      CONTRACTOR: GENL.        STRUCTURE            0     0     0     0     0     0     0     0    14    22    26    29    32    33    34    35    35    35    41    43    45    47    49    51    53    55    57    59    62    64
 78      CONTRACTOR: GENL.        CONTENTS             0     0     0     0     0     0     0     0    25    41    54    63    72    82    91   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 79      CONTRACTOR: ROOF.        STRUCTURE            0     0     0     0     0     0     0     0    14    21    25    27    28    30    30    30    30    30    32    34    35    36    37    38    39    40    41    42    43    44
 80      CONTRACTOR: ROOF.        CONTENTS             0     0     0     0     0     0     0     0    13    25    33    41    46    49    51    52    53    53    56    57    58    60    61    62    63    65    66    68    69    69
 81      CONSTRUCTION CO.         STRUCTURE            0     0     0     0     0     0     0     0     0    20    30    40    50    60    70    80    90   100   100   100   100   100   100   100   100   100   100   100   100   100
 82      CONSTRUCTION CO.         CONTENTS             0     0     0     0     0     0     0     0    25    41    54    63    72    82    91   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 83      CONVENIENCE STORE        STRUCTURE            0     0     0     0     0     0     0     0    20    22    24    26    28    30    32    34    36    38    39    40    43    47    50    50    50    50    50    50    50    50
 84      CONVENIENCE STORE        CONTENTS             0     0     0     0     0     0     0     0    40    50    70    80    95    95    96    96    96    96    96    96    97    97    97    97    97    97    97    97    97    97
 85      COOLING TOWER            STRUCTURE            0     0     0     0     0     0     0     0    10    20    20    50    50    60    60    75    75    80    80    80    80    80    80    80    80    80    80    80    80    80
 86      COOLING TOWER            CONTENTS             0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 87      COUNTRY CLUB             STRUCTURE            0     0     0     0     0     0     0     0     7     8     8     9    10    11    12    13    14    15    18    21    24    28    33    38    44    50    57    63    70    76
 88      COUNTRY CLUB             CONTENTS             0     0     0     0     0     0     0    36    39    42    46    51    55    61    66    73    79    86    93    99    99   100   100   100   100   100   100   100   100   100
 89      DAIRY FARM               STRUCTURE            0     0     0     0     0     0     0     0    20    22    24    28    30    32    34    38    42    45    50    55    55    55    55    55    55    55    55    55    55    55
 90      DAIRY FARM               CONTENTS             0     0     0     0     0     0     0     0    25    50    75    95    95    95    95    95    95    95    95    95    95    95    95    95    95    95    95    95    95    95
 91      DAIRY PROCESSING         STRUCTURE            0     0     0     0     0     0     0     0     1     1     3     5     8    12    16    21    26    32    38    45    45    45    45    45    45    45    45    45    45    45
 92      DAIRY PROCESSING         CONTENTS             0     0     0     0     0     0     0     0     8    33    58    66    66    66    66    73    86    86    86    86    86    86    86    86    86    86    86    86    86    86
 93      DAY CARE CENTER          STRUCTURE            0     0     0     0     0     0     0     0    15    16    16    20    25    29    33    37    41    44    47    50    53    56    58    61    65    68    73    77    81    86
 94      DAY CARE CENTER          CONTENTS             0     0     0     0     0     0     0     0    24    50    88   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 95      DENTIST OFFICE           STRUCTURE            0     0     0     0     0     0     0     7    35    35    35    35    35    35    36    37    38    39    41    42    44    45    47    49    51    53    55    57    58    61
 96      DENTIST OFFICE           CONTENTS             0     0     0     0     0     0     0     0    22    47    64    76    88   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
 97      DEODORIZER BLDG.         STRUCTURE            0     0     0     0     0     0     0     0     1     1     3     5     8    12    16    21    26    32    38    45    45    45    45    45    45    45    45    45    45    45
 98      DEODORIZER BLDG.         CONTENTS             0     0     0     0     0     0     0     0    11    17    23    23    24    29    29    29    30    30    30    30    30    30    30    30    30    30    30    30    30    30
 99      DEPARTMENT STORE         STRUCTURE            0     0     0     0     0     0     0     0     3     7     7     7     9    11    14    17    20    23    26    30    33    37    40    44    48    52    57    63    70    78
100      DEPARTMENT STORE         CONTENTS             0     0     0     0     0     0     0     0    18    33    65    88    95   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
101      DOCTOR OFFICE            STRUCTURE            0     0     0     0     0     0     0     0     1     3     4     6     9    11    14    17    20    24    29    35    42    50    57    63    68    73    77    81    85    88
102      DOCTOR OFFICE            CONTENTS             0     0     0     0     0     0     0    10    20    40    60    80    90    95   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
103      DOOR MFG.                STRUCTURE            0     0     0     0     0     0     0     0    14    22    26    29    32    33    34    35    35    35    35    41    43    45    47    49    51    53    53    53    53    53
104      DOOR MFG.                CONTENTS             0     0     0     0     0     0     0     0    17    35    68    90    93    97    98   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
105      DRAPERY SHOP             STRUCTURE            0     0     0     0     0     0     0     0    15    20    30    35    40    45    50    60    70    80    85    90    95   100   100   100   100   100   100   100   100   100
106      DRAPERY SHOP             CONTENTS             0     0     0     0     0     0     0     0    18    30    45    63    83   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
107      DRUG STORE               STRUCTURE            0     0     0     0     0     0     0     0     1     5     5     5     7     8    11    14    18    22    27    33    38    45    51    57    63    68    73    77    83    87
108      DRUG STORE               CONTENTS             0     0     0     0     0     0     0     0    20    50    80    90   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
109      ELECTRONICS SALES        STRUCTURE            0     0     0     0     0     0     0     0    13    20    24    27    28    30    30    30    30    30    32    33    34    34    35    36    36    37    38    39    40    40
110      ELECTRONICS SALES        CONTENTS             0     0     0     0     0     0     0     0    25    42    59    76    88   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
111      ELECTRONICS MFG.         STRUCTURE            0     0     0     0     0     0     0     0    13    20    24    27    28    30    30    30    30    30    32    33    34    34    35    36    37    38    39    40    40    41
112      ELECTRONICS MFG.         CONTENTS             0     0     0     0     0     0     0     0    16    32    48    64    73    82    91   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
113      ENGINE ROOM              STRUCTURE            0     0     0     0     0     0     0     0     1     1     3     5     8    12    16    21    26    32    38    45    45    45    45    45    45    45    45    45    45    45
114      ENGINE ROOM              CONTENTS             0     0     0     0     0     0     0     0    20    25    30    35    40    45    50    55    65    65    65    65    65    75    75    75    75    75    75    75    75    75
115      EQUIP. STORAGE           STRUCTURE            0     0     0     0     0     0     0     0     0     3     5     6     7     8    10    13    17    21    25    30    40    50    60    70    80    80    80    80    80    80
116      EQUIP. STORAGE           CONTENTS             0     0     0     0     0     0     0     5    10    15    20    30    40    50    60    70    80    90   100   100   100   100   100   100   100   100   100   100   100   100
117      FABRICATION SHOP         STRUCTURE            0     0     0     0     0     0     0     0     2     5    10    15    20    25    30    35    40    50    75    75    75    75    75    75    75    75    75    75    75    75
118      FABRICATION SHOP         CONTENTS             0     0     0     0     0     0     0     0    10    20    30    40    50    60    70    75    80    80    80    80    80    80    80    80    80    80    80    80    80    80
119      FEED STORE               STRUCTURE            0     0     0     0     0     0     0     0    20    24    28    32    34    36    38    40    42    44    46    48    50    50    50    50    50    50    50    50    50    50
120      FEED STORE               CONTENTS             0     0     0     0     0     0     0     0     0     0     0    15    15    15    15    26    26    26    26    50    50    50    50    75    75   100   100   100   100   100
121      FEED MILL                STRUCTURE            0     0     0     0     0     0     0     0     0     0     0    20    23    27    30    33    37    40    43    47    50    53    57    60    60    60    60    60    60    60
122      FEED MILL                CONTENTS             0     0     0     0     0     0     0     0     0     0     0    20    22    24    26    28    30    30    30    30    30    31    50    55    60    60    60    60    60    60
123      FILTERING PLANT          STRUCTURE            0     0     0     0     0     0     0     0     5    15    30    60    90    90    90    90    90    90    90    90    90    90    90    90    90    90    90    90    90    90
124      FILTERING PLANT          CONTENTS             0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
125      FIREWORKS SALES          STRUCTURE            0     0     0     0     0     0     0     0     0    10    15    15    15    15    15    15    15    15    15    15    15    15    15    15    15    15    15    15    15    15
126      FIREWORKS SALES          CONTENTS             0     0     0     0     0     0     0     0    70    80   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
127      FIRE STATION             STRUCTURE            0     0     0     0     0     0     0     0     1     5     5     5     6     7     9    11    14    17    20    24    28    32    36    41    45    51    56    61    67    74
128      FIRE STATION             CONTENTS             0     0     0     0     0     0     0     0    10    25    50    75    91   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
129      FLEA MARKET              STRUCTURE            0     0     0     0     0     0     0     1     2     2     3     4     4     4     4     4     4     4     4     4     4     4     4     4     4     4     4     4     4     4
130      FLEA MARKET              CONTENTS             0     0     0     0     0     0     0    40    60    80   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
131      FLOOR & CARPET           STRUCTURE            0     0     0     0     0     0     0     0     2     3     4     4     5     7     9    13    18    22    29    35    42    50    57    63    68    73    77    81    84    88
132      FLOOR & CARPET           CONTENTS             0     0     0     0     0     0     0     0    61    81    91    93    95    97    99   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
133      FLORIST                  STRUCTURE            0     0     0     0     0     0     0     0     7     7     8     9    11    13    16    19    22    26    30    34    38    42    46    51    55    60    64    69    74    79
134      FLORIST                  CONTENTS             0     0     0     0     0     0     0     0    20    50    70    90   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
135      FOOD PROCESSOR           STRUCTURE            0     0     0     0     0     0     0     0     6     6     6     6    10    14    18    20    20    20    20    20    20    20    20    20    20    20    20    20    20    20
136      FOOD PROCESSOR           CONTENTS             0     0     0     0     0     0     0    21    54    58    62    66    71    77    83    94    94    94    94    94    94    94    94    94    94    94    94    94    94    94
137      FOOD WAREHOUSE           STRUCTURE            0     0     0     0     0     0     0     0     0    10    11    12    13    13    14    14    15    15    17    18    19    20    22    24    25    27    28    30    30    30
138      FOOD WAREHOUSE           CONTENTS             0     0     0     0     0     0     0     0    24    39    54    68    83    88    88    88    88    88    88    88    89    89    89    90    90    90    90    90    90    90
139      FOUNDARY                 STRUCTURE            0     0     0     0     0     0     0     0     5    10    20    30    30    50    70    70    70    75    75    80    80    80    80    80    80    80    80    80    80    80
140      FOUNDARY                 CONTENTS             0     0     0     0     0     0     0    10    17    24    29    34    38    43    45    50    58    62    66    69    74    77    81    81    81    81    81    81    81    81
141      FRAME SHOP               STRUCTURE            0     0     0     0     0     0     0     0    20    22    24    26    28    30    35    40    43    46    50    50    50    50    50    50    50    50    50    50    50    50
142      FRAME SHOP               CONTENTS             0     0     0     0     0     0     0     0    16    45    80    88    93    95    98   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
143      FRUIT STAND              STRUCTURE            0     0     0     0     0     0     0     0     1     2     5     8    12    17    22    28    36    43    50    58    66    75    83    92   100   100   100   100   100   100
144      FRUIT STAND              CONTENTS             0     0     0     0     0     0     0     0    45    80    90   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
145      FUNERAL HOME             STRUCTURE            0     0     0     0     0     0     0     0     1     5     5     5     6     7     9    11    14    17    20    24    28    32    36    41    45    51    56    61    67    74
146      FUNERAL HOME             CONTENTS             0     0     0     0     0     0     0     0    10    30    60    90   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
147      FURNITURE                STRUCTURE            0     0     0     0     0     0     0     0     2     4     4     5     6     7     9    11    14    17    21    25    29    33    37    42    46    51    55    60    66    72
148      FURNITURE                CONTENTS             0     0     0     0     0     0     0    40    60    70    80   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
149      FURNITURE MFG.           STRUCTURE            0     0     0     0     0     0     0     0     0    20    24    28    32    38    42    46    48    50    50    50    50    50    50    50    50    50    50    55    55    55
150      FURNITURE MFG.           CONTENTS             0     0     0     0     0     0     0     0     0    40    50    60    70    80    90   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100
151      GARAGE                   STRUCTURE            0     0     0     0     0     0     0     0     3     5     6     7     8    10    13    17    21    25    30    35    41    47    52    58    65    71    76    81    85    88
152      GARAGE                   CONTENTS             0     0     0     0     0     0     0     0    11    17    20    23    25    29    35    42    51    63    77    93   100   100   100   100   100   100   100   100   100   100
